"Activity","Subject","Feature","Variable","Axis","Average"
"LAYING","10","BodyGyroJerkMag","mean",NA,-0.970830848965517
"LAYING","10","BodyGyroJerkMag","std",NA,-0.959632931551724
"LAYING","10","BodyGyroMag","mean",NA,-0.937590998793103
"LAYING","10","BodyGyroMag","std",NA,-0.927471165517241
"LAYING","10","GravityAcc","mean","X",-0.453069737586207
"LAYING","10","GravityAcc","mean","Y",-0.139297681034483
"LAYING","10","GravityAcc","mean","Z",-0.031121624137931
"LAYING","10","GravityAcc","std","X",-0.954531941896552
"LAYING","10","GravityAcc","std","Y",-0.966701156034483
"LAYING","10","GravityAcc","std","Z",-0.963045642431035
"LAYING","10","GravityAccMag","mean",NA,-0.956781819655172
"LAYING","10","GravityAccMag","std",NA,-0.940301654482759
"LAYING","11","BodyAcc","mean","X",-0.351604197368421
"LAYING","11","BodyAcc","mean","Y",-0.494531870335088
"LAYING","11","BodyAcc","mean","Z",-0.541181695438597
"LAYING","11","BodyAcc","std","X",-0.985049770964912
"LAYING","11","BodyAcc","std","Y",-0.972893080614035
"LAYING","11","BodyAcc","std","Z",-0.971489626929825
"LAYING","11","BodyAccJerk","mean","X",-0.454110170342105
"LAYING","11","BodyAccJerk","mean","Y",-0.480831555651842
"LAYING","11","BodyAccJerk","mean","Z",-0.488393969594912
"LAYING","11","BodyAccJerk","std","X",-0.986190893421053
"LAYING","11","BodyAccJerk","std","Y",-0.973132085789474
"LAYING","11","BodyAccJerk","std","Z",-0.982707366666667
"LAYING","11","BodyAccJerkMag","mean",NA,-0.983330628421053
"LAYING","11","BodyAccJerkMag","std",NA,-0.976504858596491
"LAYING","11","BodyAccMag","mean",NA,-0.977307592368421
"LAYING","11","BodyAccMag","std",NA,-0.97446476254386
"LAYING","11","BodyBodyAccJerkMag","mean",NA,-0.976940774561403
"LAYING","11","BodyBodyAccJerkMag","std",NA,-0.975126531403509
"LAYING","11","BodyBodyGyroJerkMag","mean",NA,-0.985978837192982
"LAYING","11","BodyBodyGyroJerkMag","std",NA,-0.983569468245614
"LAYING","11","BodyBodyGyroMag","mean",NA,-0.967093356491228
"LAYING","11","BodyBodyGyroMag","std",NA,-0.954849053508772
"LAYING","11","BodyGyro","mean","X",-0.497680927620877
"LAYING","11","BodyGyro","mean","Y",-0.512100130876316
"LAYING","11","BodyGyro","mean","Z",-0.404707702385965
"LAYING","11","BodyGyro","std","X",-0.981630735
"LAYING","11","BodyGyro","std","Y",-0.982551637894737
"LAYING","11","BodyGyro","std","Z",-0.961540667894737
"LAYING","11","BodyGyroJerk","mean","X",-0.102297501877193
"LAYING","11","BodyGyroJerk","mean","Y",-0.0412391429298246
"LAYING","11","BodyGyroJerk","mean","Z",-0.0666957489649123
"LAYING","11","BodyGyroJerk","std","X",-0.981724838421053
"LAYING","11","BodyGyroJerk","std","Y",-0.990845724736842
"LAYING","11","BodyGyroJerk","std","Z",-0.986549063333333
"LAYING","11","BodyGyroJerkMag","mean",NA,-0.990641248245614
"LAYING","11","BodyGyroJerkMag","std",NA,-0.984476476666667
"LAYING","11","BodyGyroMag","mean",NA,-0.952523752105263
"LAYING","11","BodyGyroMag","std",NA,-0.954713182807018
"LAYING","11","GravityAcc","mean","X",-0.134832031403509
"LAYING","11","GravityAcc","mean","Y",0.943017941403509
"LAYING","11","GravityAcc","mean","Z",0.112620189964912
"LAYING","11","GravityAcc","std","X",-0.97956560245614
"LAYING","11","GravityAcc","std","Y",-0.990765579649123
"LAYING","11","GravityAcc","std","Z",-0.984192606315789
"LAYING","11","GravityAccMag","mean",NA,-0.980621180175439
"LAYING","11","GravityAccMag","std",NA,-0.972891829473684
"LAYING","12","BodyAcc","mean","X",-0.348067527333333
"LAYING","12","BodyAcc","mean","Y",-0.484393181357333
"LAYING","12","BodyAcc","mean","Z",-0.531442463666667
"LAYING","12","BodyAcc","std","X",-0.955263160916667
"LAYING","12","BodyAcc","std","Y",-0.949856024916667
"LAYING","12","BodyAcc","std","Z",-0.948357338583333
"LAYING","12","BodyAccJerk","mean","X",-0.441656609725
"LAYING","12","BodyAccJerk","mean","Y",-0.47773962446
"LAYING","12","BodyAccJerk","mean","Z",-0.485760589471933
"LAYING","12","BodyAccJerk","std","X",-0.97104814725
"LAYING","12","BodyAccJerk","std","Y",-0.963671591833333
"LAYING","12","BodyAccJerk","std","Z",-0.971671576416667
"LAYING","12","BodyAccJerkMag","mean",NA,-0.969843834166667
"LAYING","12","BodyAccJerkMag","std",NA,-0.962580915166667
"LAYING","12","BodyAccMag","mean",NA,-0.9460360577
"LAYING","12","BodyAccMag","std",NA,-0.939337971
"LAYING","12","BodyBodyAccJerkMag","mean",NA,-0.962448418666667
"LAYING","12","BodyBodyAccJerkMag","std",NA,-0.961653004
"LAYING","12","BodyBodyGyroJerkMag","mean",NA,-0.963949607166667
"LAYING","12","BodyBodyGyroJerkMag","std",NA,-0.961911612333333
"LAYING","12","BodyBodyGyroMag","mean",NA,-0.9454970225
"LAYING","12","BodyBodyGyroMag","std",NA,-0.940373827666667
"LAYING","12","BodyGyro","mean","X",-0.485654283615833
"LAYING","12","BodyGyro","mean","Y",-0.518057727516667
"LAYING","12","BodyGyro","mean","Z",-0.400240696775
"LAYING","12","BodyGyro","std","X",-0.967672663666667
"LAYING","12","BodyGyro","std","Y",-0.95460878475
"LAYING","12","BodyGyro","std","Z",-0.95329091225
"LAYING","12","BodyGyroJerk","mean","X",-0.0990402297166667
"LAYING","12","BodyGyroJerk","mean","Y",-0.0410675310833333
"LAYING","12","BodyGyroJerk","mean","Z",-0.0678909002816667
"LAYING","12","BodyGyroJerk","std","X",-0.9671982025
"LAYING","12","BodyGyroJerk","std","Y",-0.965900370833333
"LAYING","12","BodyGyroJerk","std","Z",-0.969953929666667
"LAYING","12","BodyGyroJerkMag","mean",NA,-0.971067768833333
"LAYING","12","BodyGyroJerkMag","std",NA,-0.962012018333333
"LAYING","12","BodyGyroMag","mean",NA,-0.9308405935
"LAYING","12","BodyGyroMag","std",NA,-0.935725715833333
"LAYING","12","GravityAcc","mean","X",-0.3785920653
"LAYING","12","GravityAcc","mean","Y",0.8033788345
"LAYING","12","GravityAcc","mean","Z",0.2750431984
"LAYING","12","GravityAcc","std","X",-0.936458309333333
"LAYING","12","GravityAcc","std","Y",-0.974396492666667
"LAYING","12","GravityAcc","std","Z",-0.9596439555
"LAYING","12","GravityAccMag","mean",NA,-0.9482046755
"LAYING","12","GravityAccMag","std",NA,-0.936542686833333
"LAYING","13","BodyAcc","mean","X",-0.34900028
"LAYING","13","BodyAcc","mean","Y",-0.493142105812097
"LAYING","13","BodyAcc","mean","Z",-0.535313723637097
"LAYING","13","BodyAcc","std","X",-0.967926038870968
"LAYING","13","BodyAcc","std","Y",-0.949205138870968
"LAYING","13","BodyAcc","std","Z",-0.948122565645161
"LAYING","13","BodyAccJerk","mean","X",-0.454211100572581
"LAYING","13","BodyAccJerk","mean","Y",-0.481015473980645
"LAYING","13","BodyAccJerk","mean","Z",-0.495439249515726
"LAYING","13","BodyAccJerk","std","X",-0.986249062580645
"LAYING","13","BodyAccJerk","std","Y",-0.980773302258064
"LAYING","13","BodyAccJerk","std","Z",-0.983370353387097
"LAYING","13","BodyAccJerkMag","mean",NA,-0.985467853870968
"LAYING","13","BodyAccJerkMag","std",NA,-0.980066243387097
"LAYING","13","BodyAccMag","mean",NA,-0.960026630887097
"LAYING","13","BodyAccMag","std",NA,-0.948688032903226
"LAYING","13","BodyBodyAccJerkMag","mean",NA,-0.980754385967742
"LAYING","13","BodyBodyAccJerkMag","std",NA,-0.978044349516129
"LAYING","13","BodyBodyGyroJerkMag","mean",NA,-0.978150814032258
"LAYING","13","BodyBodyGyroJerkMag","std",NA,-0.972798632258065
"LAYING","13","BodyBodyGyroMag","mean",NA,-0.957681621290323
"LAYING","13","BodyBodyGyroMag","std",NA,-0.946133432096774
"LAYING","13","BodyGyro","mean","X",-0.489599794840226
"LAYING","13","BodyGyro","mean","Y",-0.532657399669355
"LAYING","13","BodyGyro","mean","Z",-0.425653632766129
"LAYING","13","BodyGyro","std","X",-0.972795131370968
"LAYING","13","BodyGyro","std","Y",-0.961324373225806
"LAYING","13","BodyGyro","std","Z",-0.968573864112903
"LAYING","13","BodyGyroJerk","mean","X",-0.101835573822581
"LAYING","13","BodyGyroJerk","mean","Y",-0.0417744000370968
"LAYING","13","BodyGyroJerk","mean","Z",-0.0648770419677419
"LAYING","13","BodyGyroJerk","std","X",-0.981404742903226
"LAYING","13","BodyGyroJerk","std","Y",-0.978854747419355
"LAYING","13","BodyGyroJerk","std","Z",-0.989801549193548
"LAYING","13","BodyGyroJerkMag","mean",NA,-0.98544626483871
"LAYING","13","BodyGyroJerkMag","std",NA,-0.975113305645161
"LAYING","13","BodyGyroMag","mean",NA,-0.944303111935484
"LAYING","13","BodyGyroMag","std",NA,-0.944687480967742
"LAYING","13","GravityAcc","mean","X",-0.156852206467742
"LAYING","13","GravityAcc","mean","Y",0.656400944354839
"LAYING","13","GravityAcc","mean","Z",0.598884988709677
"LAYING","13","GravityAcc","std","X",-0.957875244677419
"LAYING","13","GravityAcc","std","Y",-0.975948136290323
"LAYING","13","GravityAcc","std","Z",-0.959892863709677
"LAYING","13","GravityAccMag","mean",NA,-0.960517768225806
"LAYING","13","GravityAccMag","std",NA,-0.947944746612903
"LAYING","14","BodyAcc","mean","X",-0.350330369215686
"LAYING","14","BodyAcc","mean","Y",-0.470854685663726
"LAYING","14","BodyAcc","mean","Z",-0.507357819304902
"LAYING","14","BodyAcc","std","X",-0.914737271245098
"LAYING","14","BodyAcc","std","Y",-0.907459045068627
"LAYING","14","BodyAcc","std","Z",-0.897193816333333
"LAYING","14","BodyAccJerk","mean","X",-0.436935162185294
"LAYING","14","BodyAccJerk","mean","Y",-0.488828597454902
"LAYING","14","BodyAccJerk","mean","Z",-0.500476673095392
"LAYING","14","BodyAccJerk","std","X",-0.97248247254902
"LAYING","14","BodyAccJerk","std","Y",-0.968620454411765
"LAYING","14","BodyAccJerk","std","Z",-0.973673142745098
"LAYING","14","BodyAccJerkMag","mean",NA,-0.972576392941176
"LAYING","14","BodyAccJerkMag","std",NA,-0.966450909019608
"LAYING","14","BodyAccMag","mean",NA,-0.902720959519608
"LAYING","14","BodyAccMag","std",NA,-0.858099583137255
"LAYING","14","BodyBodyAccJerkMag","mean",NA,-0.96798859627451
"LAYING","14","BodyBodyAccJerkMag","std",NA,-0.963607433921569
"LAYING","14","BodyBodyGyroJerkMag","mean",NA,-0.966455343137255
"LAYING","14","BodyBodyGyroJerkMag","std",NA,-0.963666018039216
"LAYING","14","BodyBodyGyroMag","mean",NA,-0.930151731176471
"LAYING","14","BodyBodyGyroMag","std",NA,-0.917760104901961
"LAYING","14","BodyGyro","mean","X",-0.472453414386078
"LAYING","14","BodyGyro","mean","Y",-0.545755852990196
"LAYING","14","BodyGyro","mean","Z",-0.399991552352941
"LAYING","14","BodyGyro","std","X",-0.958480751862745
"LAYING","14","BodyGyro","std","Y",-0.931227593823529
"LAYING","14","BodyGyro","std","Z",-0.95504372254902
"LAYING","14","BodyGyroJerk","mean","X",-0.105446637019608
"LAYING","14","BodyGyroJerk","mean","Y",-0.0372677398193922
"LAYING","14","BodyGyroJerk","mean","Z",-0.0566171868039216
"LAYING","14","BodyGyroJerk","std","X",-0.970274962745098
"LAYING","14","BodyGyroJerk","std","Y",-0.968042893529412
"LAYING","14","BodyGyroJerk","std","Z",-0.979711372941176
"LAYING","14","BodyGyroJerkMag","mean",NA,-0.975621183137255
"LAYING","14","BodyGyroJerkMag","std",NA,-0.964009921960784
"LAYING","14","BodyGyroMag","mean",NA,-0.904665418431373
"LAYING","14","BodyGyroMag","std",NA,-0.913433185882353
"LAYING","14","GravityAcc","mean","X",-0.145483631627451
"LAYING","14","GravityAcc","mean","Y",0.48539692745098
"LAYING","14","GravityAcc","mean","Z",0.83656291
"LAYING","14","GravityAcc","std","X",-0.862136937254902
"LAYING","14","GravityAcc","std","Y",-0.94877486372549
"LAYING","14","GravityAcc","std","Z",-0.90130385627451
"LAYING","14","GravityAccMag","mean",NA,-0.905978250196078
"LAYING","14","GravityAccMag","std",NA,-0.856593119215686
"LAYING","15","BodyAcc","mean","X",-0.342270262013889
"LAYING","15","BodyAcc","mean","Y",-0.489545389255486
"LAYING","15","BodyAcc","mean","Z",-0.535048093270833
"LAYING","15","BodyAcc","std","X",-0.971987188055556
"LAYING","15","BodyAcc","std","Y",-0.96367492625
"LAYING","15","BodyAcc","std","Z",-0.926755413611111
"LAYING","15","BodyAccJerk","mean","X",-0.452289227583333
"LAYING","15","BodyAccJerk","mean","Y",-0.479217397264028
"LAYING","15","BodyAccJerk","mean","Z",-0.489607481784306
"LAYING","15","BodyAccJerk","std","X",-0.98284433875
"LAYING","15","BodyAccJerk","std","Y",-0.97206845375
"LAYING","15","BodyAccJerk","std","Z",-0.979574026944444
"LAYING","15","BodyAccJerkMag","mean",NA,-0.979890228194444
"LAYING","15","BodyAccJerkMag","std",NA,-0.973644462777778
"LAYING","15","BodyAccMag","mean",NA,-0.955670847777778
"LAYING","15","BodyAccMag","std",NA,-0.944411333958333
"LAYING","15","BodyBodyAccJerkMag","mean",NA,-0.973681222777778
"LAYING","15","BodyBodyAccJerkMag","std",NA,-0.972530077916667
"LAYING","15","BodyBodyGyroJerkMag","mean",NA,-0.975727853888889
"LAYING","15","BodyBodyGyroJerkMag","std",NA,-0.972645710694444
"LAYING","15","BodyBodyGyroMag","mean",NA,-0.946812642361111
"LAYING","15","BodyBodyGyroMag","std",NA,-0.923682244861111
"LAYING","15","BodyGyro","mean","X",-0.486121842445139
"LAYING","15","BodyGyro","mean","Y",-0.513140490402778
"LAYING","15","BodyGyro","mean","Z",-0.422369100034722
"LAYING","15","BodyGyro","std","X",-0.957696088055556
"LAYING","15","BodyGyro","std","Y",-0.960567409444444
"LAYING","15","BodyGyro","std","Z",-0.958276441388889
"LAYING","15","BodyGyroJerk","mean","X",-0.102266714236111
"LAYING","15","BodyGyroJerk","mean","Y",-0.0415878968152778
"LAYING","15","BodyGyroJerk","mean","Z",-0.0624334556236111
"LAYING","15","BodyGyroJerk","std","X",-0.97392395125
"LAYING","15","BodyGyroJerk","std","Y",-0.980482834444444
"LAYING","15","BodyGyroJerk","std","Z",-0.980112732777778
"LAYING","15","BodyGyroJerkMag","mean",NA,-0.983235025416667
"LAYING","15","BodyGyroJerkMag","std",NA,-0.973650041666667
"LAYING","15","BodyGyroMag","mean",NA,-0.944605127222222
"LAYING","15","BodyGyroMag","std",NA,-0.924043007638889
"LAYING","15","GravityAcc","mean","X",-0.1719930545
"LAYING","15","GravityAcc","mean","Y",0.899242553055556
"LAYING","15","GravityAcc","mean","Z",-0.0369192905555556
"LAYING","15","GravityAcc","std","X",-0.961509742916667
"LAYING","15","GravityAcc","std","Y",-0.986036192361111
"LAYING","15","GravityAcc","std","Z",-0.950710357083333
"LAYING","15","GravityAccMag","mean",NA,-0.955340661527778
"LAYING","15","GravityAccMag","std",NA,-0.943314107916667
"LAYING","16","BodyAcc","mean","X",-0.352993012428571
"LAYING","16","BodyAcc","mean","Y",-0.490122963099571
"LAYING","16","BodyAcc","mean","Z",-0.540945281192857
"LAYING","16","BodyAcc","std","X",-0.972550252285714
"LAYING","16","BodyAcc","std","Y",-0.9400723935
"LAYING","16","BodyAcc","std","Z",-0.9640073245
"LAYING","16","BodyAccJerk","mean","X",-0.455092009714286
"LAYING","16","BodyAccJerk","mean","Y",-0.485736210855143
"LAYING","16","BodyAccJerk","mean","Z",-0.493542998091679
"LAYING","16","BodyAccJerk","std","X",-0.9888520415
"LAYING","16","BodyAccJerk","std","Y",-0.985541149928571
"LAYING","16","BodyAccJerk","std","Z",-0.987996515785714
"LAYING","16","BodyAccJerkMag","mean",NA,-0.988349656571429
"LAYING","16","BodyAccJerkMag","std",NA,-0.987891003571429
"LAYING","16","BodyAccMag","mean",NA,-0.964927578071429
"LAYING","16","BodyAccMag","std",NA,-0.958003911785714
"LAYING","16","BodyBodyAccJerkMag","mean",NA,-0.987514525142857
"LAYING","16","BodyBodyAccJerkMag","std",NA,-0.98724716
"LAYING","16","BodyBodyGyroJerkMag","mean",NA,-0.988695277714286
"LAYING","16","BodyBodyGyroJerkMag","std",NA,-0.988058401142857
"LAYING","16","BodyBodyGyroMag","mean",NA,-0.970249638857143
"LAYING","16","BodyBodyGyroMag","std",NA,-0.958975084
"LAYING","16","BodyGyro","mean","X",-0.496023474057143
"LAYING","16","BodyGyro","mean","Y",-0.544883990728571
"LAYING","16","BodyGyro","mean","Z",-0.444668376528571
"LAYING","16","BodyGyro","std","X",-0.977260176714286
"LAYING","16","BodyGyro","std","Y",-0.969441382928571
"LAYING","16","BodyGyro","std","Z",-0.985256240357143
"LAYING","16","BodyGyroJerk","mean","X",-0.1022095722
"LAYING","16","BodyGyroJerk","mean","Y",-0.0347735325871429
"LAYING","16","BodyGyroJerk","mean","Z",-0.0576790435142857
"LAYING","16","BodyGyroJerk","std","X",-0.985835459428571
"LAYING","16","BodyGyroJerk","std","Y",-0.989046576
"LAYING","16","BodyGyroJerk","std","Z",-0.994465157714286
"LAYING","16","BodyGyroJerkMag","mean",NA,-0.990839526285714
"LAYING","16","BodyGyroJerkMag","std",NA,-0.988212425428571
"LAYING","16","BodyGyroMag","mean",NA,-0.951777099571429
"LAYING","16","BodyGyroMag","std",NA,-0.959020036285714
"LAYING","16","GravityAcc","mean","X",-0.206783742242857
"LAYING","16","GravityAcc","mean","Y",-0.0199270225714286
"LAYING","16","GravityAcc","mean","Z",0.893884468571429
"LAYING","16","GravityAcc","std","X",-0.963761977857143
"LAYING","16","GravityAcc","std","Y",-0.966087103857143
"LAYING","16","GravityAcc","std","Z",-0.967886002
"LAYING","16","GravityAccMag","mean",NA,-0.961834634857143
"LAYING","16","GravityAccMag","std",NA,-0.957895927714286
"LAYING","17","BodyAcc","mean","X",-0.35228959728169
"LAYING","17","BodyAcc","mean","Y",-0.485747151463239
"LAYING","17","BodyAcc","mean","Z",-0.536206185626761
"LAYING","17","BodyAcc","std","X",-0.972699546338028
"LAYING","17","BodyAcc","std","Y",-0.94379224556338
"LAYING","17","BodyAcc","std","Z",-0.951796828309859
"LAYING","17","BodyAccJerk","mean","X",-0.451781547249296
"LAYING","17","BodyAccJerk","mean","Y",-0.485071858371197
"LAYING","17","BodyAccJerk","mean","Z",-0.490261800849718
"LAYING","17","BodyAccJerk","std","X",-0.982351130774648
"LAYING","17","BodyAccJerk","std","Y",-0.977652229295775
"LAYING","17","BodyAccJerk","std","Z",-0.98333357971831
"LAYING","17","BodyAccJerkMag","mean",NA,-0.981607627887324
"LAYING","17","BodyAccJerkMag","std",NA,-0.980126745352113
"LAYING","17","BodyAccMag","mean",NA,-0.957033868732394
"LAYING","17","BodyAccMag","std",NA,-0.948650262605634
"LAYING","17","BodyBodyAccJerkMag","mean",NA,-0.979687318732394
"LAYING","17","BodyBodyAccJerkMag","std",NA,-0.979657231408451
"LAYING","17","BodyBodyGyroJerkMag","mean",NA,-0.982765526478873
"LAYING","17","BodyBodyGyroJerkMag","std",NA,-0.981983437605634
"LAYING","17","BodyBodyGyroMag","mean",NA,-0.969014444788732
"LAYING","17","BodyBodyGyroMag","std",NA,-0.96002383915493
"LAYING","17","BodyGyro","mean","X",-0.497712428919042
"LAYING","17","BodyGyro","mean","Y",-0.534063558922535
"LAYING","17","BodyGyro","mean","Z",-0.432362180901408
"LAYING","17","BodyGyro","std","X",-0.976548280070422
"LAYING","17","BodyGyro","std","Y",-0.971056071549296
"LAYING","17","BodyGyro","std","Z",-0.977278948661972
"LAYING","17","BodyGyroJerk","mean","X",-0.102049763957746
"LAYING","17","BodyGyroJerk","mean","Y",-0.0361961143943662
"LAYING","17","BodyGyroJerk","mean","Z",-0.0604927046338028
"LAYING","17","BodyGyroJerk","std","X",-0.980792372112676
"LAYING","17","BodyGyroJerk","std","Y",-0.983135596619718
"LAYING","17","BodyGyroJerk","std","Z",-0.988221713380282
"LAYING","17","BodyGyroJerkMag","mean",NA,-0.985542411126761
"LAYING","17","BodyGyroJerkMag","std",NA,-0.982038121126761
"LAYING","17","BodyGyroMag","mean",NA,-0.960733121690141
"LAYING","17","BodyGyroMag","std",NA,-0.959325498732394
"LAYING","17","GravityAcc","mean","X",-0.19913309
"LAYING","17","GravityAcc","mean","Y",0.658792072253521
"LAYING","17","GravityAcc","mean","Z",0.722657502112676
"LAYING","17","GravityAcc","std","X",-0.961063222394366
"LAYING","17","GravityAcc","std","Y",-0.961466681267606
"LAYING","17","GravityAcc","std","Z",-0.957164565211268
"LAYING","17","GravityAccMag","mean",NA,-0.953021411126761
"LAYING","17","GravityAccMag","std",NA,-0.948257993521127
"LAYING","18","BodyAcc","mean","X",-0.355244197615385
"LAYING","18","BodyAcc","mean","Y",-0.501151826538462
"LAYING","18","BodyAcc","mean","Z",-0.548152917107692
"LAYING","18","BodyAcc","std","X",-0.984424753769231
"LAYING","18","BodyAcc","std","Y",-0.986453685846154
"LAYING","18","BodyAcc","std","Z",-0.987441733307692
"LAYING","18","BodyAccJerk","mean","X",-0.455703104153846
"LAYING","18","BodyAccJerk","mean","Y",-0.487081714544615
"LAYING","18","BodyAccJerk","mean","Z",-0.495165156990231
"LAYING","18","BodyAccJerk","std","X",-0.986281158461538
"LAYING","18","BodyAccJerk","std","Y",-0.985882520307692
"LAYING","18","BodyAccJerk","std","Z",-0.990702499538462
"LAYING","18","BodyAccJerkMag","mean",NA,-0.98832154
"LAYING","18","BodyAccJerkMag","std",NA,-0.989526277538462
"LAYING","18","BodyAccMag","mean",NA,-0.986622326769231
"LAYING","18","BodyAccMag","std",NA,-0.987056513538462
"LAYING","18","BodyBodyAccJerkMag","mean",NA,-0.988548418307692
"LAYING","18","BodyBodyAccJerkMag","std",NA,-0.989710656769231
"LAYING","18","BodyBodyGyroJerkMag","mean",NA,-0.991901007538462
"LAYING","18","BodyBodyGyroJerkMag","std",NA,-0.992737961692308
"LAYING","18","BodyBodyGyroMag","mean",NA,-0.984329092153846
"LAYING","18","BodyBodyGyroMag","std",NA,-0.981468841692308
